relation_id,curvature,curvature_inverse,n_train_triples
0,0.245589,0.279181,34796
1,0.282971,0.282786,29715
2,0.195914,0.193677,2921
3,0.238868,0.215961,1299
4,0.343297,0.350630,7402
5,0.180410,0.251768,3116
6,0.314500,0.327950,4816
7,0.178895,0.151208,629
8,0.220138,0.240324,923
9,0.426080,0.439194,1138
10,0.377776,0.378501,80
