relation_id,curvature,curvature_inverse,n_train_triples
199,0.267464,0.312870,43
200,0.473758,0.462396,32
201,0.405783,0.365592,99
202,0.369629,0.514107,155
203,0.407028,0.624557,12
204,0.610434,0.395490,41
205,0.435072,0.517538,42
206,0.287281,0.455843,37
207,0.220890,0.353137,32
208,0.369249,0.437323,50
209,0.497747,0.785230,14
210,0.253678,0.484233,58
211,0.708595,0.354911,30
212,0.422800,0.551750,8
213,0.630882,0.384790,7
214,0.497394,0.807500,8
215,0.522107,0.443865,5
216,0.527553,0.734959,10
217,0.368986,0.404386,46
218,0.461124,0.530442,7
219,0.641048,0.518581,10
220,0.357273,0.357269,21
221,0.252318,0.435546,15
222,0.530852,0.686411,12
223,0.538820,0.747226,21
224,0.510224,0.626345,12
225,0.809521,0.735654,3
226,0.385632,0.492219,10
227,0.376411,0.422569,14
228,0.855024,1.316172,1
229,0.564312,0.746725,4
230,0.594633,0.616309,2
231,0.547386,0.607935,3
232,0.735106,0.679796,3
233,0.669197,0.670317,2
234,1.165746,0.681511,2
235,0.450688,0.363448,22
236,0.599933,0.586593,6
237,0.802107,0.763157,1
