relation_id,curvature,curvature_inverse,n_train_triples
0,0.576055,0.589293,2530
1,0.559377,0.757590,371
2,0.602141,0.671102,3532
3,0.469484,0.501052,2545
4,0.890029,0.928083,1904
5,0.617269,0.715086,745
6,0.627868,0.612225,487
7,0.644508,0.562330,1270
8,0.452554,0.424309,1092
9,0.489940,0.802877,1932
