relation_id,curvature,curvature_inverse,n_train_triples
200,0.141933,0.242163,137
201,0.430268,0.358200,144
202,0.143770,0.189373,142
203,0.218376,0.263899,246
204,0.158899,0.110547,121
205,0.248276,0.319188,141
206,0.206828,0.214848,160
207,0.283034,0.282090,191
208,0.225498,0.249694,181
209,0.113671,0.783326,37
210,0.181386,0.197780,109
211,0.204502,0.158153,90
212,0.148483,0.284872,180
213,0.199873,0.237352,198
214,0.112945,0.088512,192
215,0.320445,0.087233,121
216,0.088543,0.097941,154
217,0.222830,0.270416,131
218,0.133501,0.129551,172
219,0.170295,0.116911,220
220,0.082904,0.179915,146
221,0.180910,0.240402,225
222,0.198495,0.305565,133
223,0.245174,0.370657,101
224,0.134869,0.244032,251
225,0.208585,0.220554,117
226,0.219906,0.316748,137
227,0.216960,0.172655,114
228,0.416771,0.344360,99
229,0.094015,0.105127,162
230,0.358050,0.338665,180
231,0.261165,0.260472,108
232,0.232118,0.185518,112
233,0.309900,0.103080,102
234,0.152005,0.239854,149
235,0.281115,0.292834,100
236,0.251140,0.206288,106
