relation_id,curvature,curvature_inverse,n_train_triples
190,0.503440,0.483536,181
191,0.294042,0.587644,264
192,0.476889,0.523375,427
193,0.184158,0.158640,187
194,0.421216,0.470274,296
195,0.317716,0.500947,156
196,0.343321,0.348989,166
197,0.295705,0.387258,101
198,0.312484,0.335799,208
199,0.435256,0.399814,104
200,0.296115,0.646034,137
201,0.559780,0.427733,144
202,0.357460,0.330402,142
203,0.266038,0.304285,246
204,0.254495,0.201885,121
205,0.458849,0.453262,141
206,0.295058,0.383322,160
207,0.353142,0.416290,191
208,0.437361,0.268875,181
209,0.176901,0.802434,37
210,0.234806,0.266756,109
211,0.445750,0.260321,90
212,0.192210,0.392732,180
213,0.316829,0.301180,198
214,0.184930,0.194470,192
215,0.526311,0.231339,121
216,0.184136,0.211594,154
217,0.381965,0.489264,131
218,0.208550,0.204364,172
219,0.215178,0.220879,220
220,0.243309,0.326149,146
221,0.371198,0.453630,225
222,0.397005,0.393335,133
223,0.564776,0.511852,101
224,0.138033,0.208618,251
225,0.296013,0.245240,117
226,0.281626,0.395736,137
227,0.418305,0.306423,114
228,0.488619,0.524581,99
229,0.196828,0.176671,162
230,0.534268,0.444109,180
231,0.350354,0.345407,108
232,0.292800,0.324435,112
233,0.360640,0.240019,102
234,0.395528,0.393022,149
235,0.356833,0.344735,100
236,0.286784,0.290499,106
