relation_id,curvature,curvature_inverse,n_train_triples
216,0.331360,0.346679,8
217,0.487577,0.395242,8
218,0.243450,0.411083,8
219,0.250132,0.304110,8
220,0.468326,0.378741,7
221,0.311382,0.514234,2
222,0.649489,0.564530,1
223,0.390987,0.269194,2
224,0.258621,0.314231,3
225,0.295599,0.465534,6
226,1.000000,1.000000,0
227,1.070453,0.563660,1
228,0.246579,0.318643,4
229,1.000000,1.000000,0
230,0.466064,0.676270,1
231,0.533880,0.361463,2
232,0.285224,0.236421,2
233,0.533681,0.614575,1
234,0.614237,0.577548,2
235,0.420324,0.509630,2
236,0.403635,0.609847,3
237,0.520284,0.469769,2
238,0.412657,0.424044,3
239,1.000000,1.000000,0
240,0.682763,0.427081,3
241,0.456545,0.431291,2
242,1.000000,1.000000,0
243,1.000000,1.000000,0
244,1.000000,1.000000,0
245,1.000000,1.000000,0
246,0.514524,0.657423,2
247,1.000000,1.000000,0
248,0.250020,0.259510,2
249,0.598635,0.515544,1
250,1.000000,1.000000,0
251,0.586517,0.575100,1
252,1.000000,1.000000,0
253,0.588023,0.447741,1
254,0.477223,0.399116,1
255,1.000000,1.000000,0
256,0.450069,0.453009,1
257,0.489748,0.583667,1
258,0.699313,1.324401,1
259,1.000000,1.000000,0
