relation_id,curvature,curvature_inverse,n_train_triples
90,0.353284,0.312483,936
91,0.330052,0.346305,1713
92,0.318581,0.299561,591
93,0.375615,0.398191,765
94,0.334321,0.311912,2063
95,0.279122,0.316683,2472
96,0.397367,0.362226,1475
97,0.274285,0.374582,1652
98,0.343379,0.378971,561
99,0.344687,0.295732,2894
100,0.285899,0.332706,789
101,0.242207,0.232328,958
102,0.276133,0.351871,1552
103,0.324071,0.386061,1809
104,0.300235,0.364989,667
105,0.295370,0.360220,336
106,0.282887,0.331717,561
107,0.092435,0.055791,466
108,0.407299,0.328098,2847
109,0.386060,0.371419,771
110,0.324145,0.262274,1154
111,0.349741,0.348505,1374
112,0.323004,0.268352,2728
113,0.303193,0.333676,1069
114,0.349216,0.352979,267
115,0.304438,0.378386,1650
116,0.290659,0.371725,2716
117,0.375542,0.289687,96
118,0.317324,0.289505,712
119,0.346671,0.279094,1196
120,0.300452,0.273598,395
121,0.251312,0.263691,548
122,0.291140,0.327473,1876
123,0.389137,0.321195,970
124,0.320400,0.406395,288
125,0.294703,0.332019,543
126,0.227734,0.267436,111
127,0.244079,0.328236,368
128,0.404130,0.325197,462
129,0.330797,0.317089,1216
130,0.324210,0.302572,270
131,0.274479,0.282497,189
132,0.363815,0.354843,263
133,0.286152,0.345129,79
134,0.247016,0.289889,151
135,0.232330,0.247117,612
136,0.257057,0.235569,258
137,0.347167,0.312425,633
138,0.275912,0.275948,2094
139,0.260574,0.286245,238
140,0.225038,0.354444,1266
141,0.343631,0.294949,457
142,0.374598,0.368010,191
143,0.335380,0.309116,330
144,0.231967,0.314764,137
145,0.351665,0.397832,691
146,0.283305,0.239610,177
147,0.259882,0.240571,154
148,0.280912,0.170279,397
149,0.233779,0.211174,236
150,0.334444,0.255763,616
151,0.613396,0.372322,2
152,0.279789,0.285277,580
153,0.315580,0.314515,183
154,0.293352,0.335135,557
155,0.286284,0.356585,682
156,0.243085,0.258885,339
157,0.325292,0.279339,2056
158,0.382249,0.312461,147
159,0.323761,0.290417,744
160,0.218568,0.213473,75
161,0.299742,0.256543,33
162,0.345045,0.294378,404
163,0.340076,0.329437,451
164,0.328983,0.308661,321
165,0.294148,0.273801,114
166,0.342303,0.243708,492
167,0.263294,0.216205,47
168,0.285776,0.197649,27
169,0.350810,0.364544,275
170,0.347197,0.256198,203
171,0.237795,0.298047,212
172,0.347933,0.275524,272
173,0.296065,0.332218,93
174,0.272995,0.212696,77
175,0.248413,0.389632,33
176,0.384853,0.407220,281
177,0.226260,0.322214,86
178,0.384743,0.339830,100
179,0.201204,0.266452,57
180,0.321460,0.386740,250
181,0.255199,0.280024,38
182,0.186958,0.233997,41
183,0.335422,0.257069,192
184,0.208154,0.304178,37
185,0.296598,0.175537,3
186,0.398822,0.309016,164
187,0.365834,0.301632,672
188,0.298288,0.229830,41
189,0.188703,0.246396,37
190,0.278267,0.230178,61
191,0.295488,0.265183,239
192,0.267997,0.334155,65
193,0.330449,0.373153,40
194,0.422276,0.253757,10
195,0.170585,0.239194,6
196,0.254816,0.147650,49
197,0.314679,0.322558,123
198,0.187123,0.213672,3
199,0.274740,0.286430,43
200,0.302894,0.339770,32
201,0.284082,0.263309,99
202,0.293061,0.368200,155
203,0.227556,0.244116,12
204,0.311108,0.292649,41
205,0.303277,0.249394,42
206,0.199451,0.265075,37
207,0.186892,0.248398,32
208,0.357824,0.325318,50
209,0.306076,0.650151,14
210,0.189192,0.281139,58
211,0.258021,0.147235,30
212,0.237138,0.278928,8
213,0.220399,0.235202,7
214,0.278514,0.512821,8
215,0.189017,0.226685,5
216,0.295268,0.371493,10
217,0.265449,0.264365,46
218,0.283838,0.287082,7
219,0.288046,0.245272,10
220,0.229154,0.219186,21
221,0.157376,0.288545,15
222,0.368807,0.219126,12
223,0.216043,0.328726,21
224,0.193161,0.256426,12
225,0.305737,0.408337,3
226,0.295940,0.232398,10
227,0.192186,0.181341,14
228,0.505024,0.800632,1
229,0.305258,0.302509,4
230,0.224975,0.279449,2
231,0.213906,0.294567,3
232,0.472858,0.399048,3
233,0.397722,0.246738,2
234,0.978555,0.290387,2
235,0.230789,0.317561,22
236,0.341737,0.307329,6
237,0.528246,0.500474,1
