relation_id,curvature,curvature_inverse,n_train_triples
0,0.563901,0.557161,2530
1,0.657622,0.788406,371
2,0.646910,0.611925,3532
3,0.443427,0.469454,2545
4,0.993066,1.010388,1904
5,0.669887,0.680115,745
6,0.615793,0.593446,487
7,0.632911,0.553824,1270
8,0.522807,0.470435,1092
9,0.516674,0.781751,1932
